locus_name	CAZYName
gene_9423	NA
gene_9424	NA
gene_9431	NA
gene_9433	NA
gene_9441	NA
gene_9446	NA
gene_9449	NA
gene_9453	NA
gene_9452	GH43_1
gene_9456	NA
gene_9459	NA
gene_9461	NA
gene_9462	NA
gene_9466	GT39
gene_9465	NA
gene_9470	NA
gene_9471	NA
gene_9475	NA
gene_9477	NA
gene_1176	NA
gene_9481	NA
gene_9485	NA
gene_9491	NA
gene_9492	NA
gene_9499	NA
gene_9502	NA
gene_9505	NA
gene_1178	NA
gene_9509	NA
gene_9508	NA
gene_9513	NA
gene_9517	NA
gene_9522	NA
gene_1180	NA
gene_1181	NA
gene_9528	GH17
gene_9529	NA
gene_9531	NA
gene_9532	NA
gene_9540	NA
gene_9544	NA
gene_1184	NA
gene_9550	NA
gene_9551	NA
gene_9552	NA
gene_45	NA
gene_9554	NA
gene_9556	NA
gene_9558	NA
gene_9563	NA
gene_9571	NA
gene_9574	NA
gene_9576	NA
gene_9577	NA
gene_1185	NA
gene_9583	NA
gene_9586	NA
gene_9587	NA
gene_9597	NA
gene_1190	NA
gene_9600	NA
gene_9601	NA
gene_9604	NA
gene_9606	NA
gene_9615	NA
gene_9616	NA
gene_9610	NA
gene_9612	NA
gene_1192	NA
gene_9614	NA
gene_1193	NA
gene_9609	NA
gene_9608	NA
gene_1197	NA
gene_1196	NA
gene_9613	NA
gene_1198	NA
gene_9621	NA
gene_9627	NA
gene_1201	NA
gene_47	NA
gene_9637	NA
gene_9636	NA
gene_9639	NA
gene_9644	NA
gene_9645	NA
gene_9647	NA
gene_9648	NA
gene_9654	NA
gene_9657	NA
gene_9658	NA
gene_9660	NA
gene_9659	NA
gene_1205	NA
gene_9664	NA
gene_9666	NA
gene_1206	NA
gene_9668	NA
gene_9669	NA
gene_9681	NA
gene_9693	NA
gene_9694	NA
gene_9695	NA
gene_9696	NA
gene_9701	CBM24
gene_9703	NA
gene_9704	NA
gene_9707	NA
gene_9710	NA
gene_9715	NA
gene_9716	NA
gene_9718	NA
gene_9725	NA
gene_9726	NA
gene_9727	NA
gene_9729	NA
gene_9731	NA
gene_9735	NA
gene_9737	NA
gene_9740	NA
gene_9739	NA
gene_9743	NA
gene_9749	NA
gene_9760	NA
gene_1215	NA
gene_9761	GT0
gene_9763	NA
gene_9766	NA
gene_9767	GH35
gene_9768	NA
gene_9772	NA
gene_9776	NA
gene_9784	GT23
gene_1219	NA
gene_9787	NA
gene_9786	NA
gene_9788	NA
gene_9789	NA
gene_9791	NA
gene_9793	NA
gene_9794	NA
gene_9802	NA
gene_9805	NA
gene_9808	NA
gene_9810	NA
gene_9811	NA
gene_9812	NA
gene_9826	NA
gene_9829	NA
gene_9831	NA
gene_9830	NA
gene_9835	NA
gene_9840	NA
gene_9844	NA
gene_9845	NA
gene_9848	NA
gene_9853	NA
gene_9859	NA
gene_1227	NA
gene_9860	NA
gene_9863	NA
gene_9874	NA
gene_9873	GH27
gene_9876	NA
gene_9878	CBM14
gene_9885	NA
gene_9891	NA
gene_9892	GH76
gene_9896	NA
gene_9899	NA
gene_9902	NA
gene_9903	NA
gene_9904	GH17
gene_9908	NA
gene_9912	GT33
gene_9913	NA
gene_9915	NA
gene_9919	NA
gene_9917	NA
gene_9916	NA
gene_9920	NA
gene_9923	NA
gene_9924	NA
gene_1239	NA
gene_1240	NA
gene_9932	NA
gene_9937	NA
gene_9938	NA
gene_9939	NA
gene_9940	NA
gene_9951	AA12
gene_9953	NA
gene_9956	NA
gene_9958	NA
gene_9966	NA
gene_9969	NA
gene_1244	NA
gene_9971	NA
gene_9979	NA
gene_9982	NA
gene_1247	NA
gene_9983	NA
gene_9987	NA
gene_9988	NA
gene_9990	NA
gene_9994	NA
gene_9993	NA
gene_9997	NA
gene_9995	NA
gene_9998	NA
gene_10002	NA
gene_1248	NA
gene_10003	NA
gene_10011	NA
gene_10010	NA
gene_10022	NA
gene_10023	NA
gene_10024	NA
gene_10034	NA
gene_10037	NA
gene_10038	NA
gene_10039	NA
gene_10049	NA
gene_10053	NA
gene_10057	NA
gene_10068	NA
gene_10067	NA
gene_10069	CBM14
gene_10070	NA
gene_49	NA
gene_10080	NA
gene_10083	NA
gene_10088	GH31_4
gene_10096	NA
gene_10109	NA
gene_1256	GT2
gene_10113	NA
gene_1257	NA
gene_1260	AA3_2
gene_10126	NA
gene_10142	NA
gene_10145	NA
gene_10152	NA
gene_10154	AA3
gene_10159	GT90
gene_10166	NA
gene_1261	NA
gene_10167	NA
gene_10170	NA
gene_1262	NA
gene_10178	NA
gene_10185	NA
gene_10186	NA
gene_10184	NA
gene_10195	NA
gene_10194	NA
gene_1263	GT0
gene_10196	NA
gene_10202	NA
gene_1265	NA
gene_10216	NA
gene_10220	NA
gene_10228	NA
gene_10231	NA
gene_10233	NA
gene_10234	NA
gene_10243	NA
gene_10242	NA
gene_10244	NA
gene_10251	NA
gene_10266	NA
gene_10274	NA
gene_10275	GH5_16
gene_10277	NA
gene_1271	AA10
gene_10284	GH3
gene_10287	NA
gene_10288	NA
gene_10289	NA
gene_10292	NA
gene_10293	NA
gene_10297	NA
gene_10300	NA
gene_10299	NA
gene_10301	CE8
gene_10303	NA
gene_10312	NA
gene_10313	NA
gene_10315	NA
gene_10323	NA
gene_10324	NA
gene_52	NA
gene_10337	NA
gene_10336	NA
gene_10346	NA
gene_10364	NA
gene_10367	NA
gene_10368	NA
gene_10374	NA
gene_10379	NA
gene_10383	NA
gene_10384	NA
gene_10386	NA
gene_10391	NA
gene_10390	NA
gene_10393	NA
gene_10392	NA
gene_10395	NA
gene_10396	NA
gene_1274	NA
gene_10398	NA
gene_10397	NA
gene_10399	NA
gene_10402	NA
gene_10403	NA
gene_10404	NA
gene_10409	NA
gene_51	NA
gene_10415	NA
gene_1276	NA
gene_10422	NA
gene_1275	NA
gene_10423	NA
gene_1279	NA
gene_10432	NA
gene_10433	NA
gene_1278	NA
gene_10442	NA
gene_10443	NA
gene_1282	NA
gene_10462	NA
gene_10466	NA
gene_10464	NA
gene_10465	NA
gene_10473	NA
gene_10477	NA
gene_10480	NA
gene_10486	NA
gene_10487	NA
gene_10489	NA
gene_10498	NA
gene_10506	NA
gene_10505	NA
gene_10515	NA
gene_10520	NA
gene_1287	NA
gene_10521	NA
gene_10522	NA
gene_10534	NA
gene_10536	NA
gene_1289	NA
gene_1290	NA
gene_10562	NA
gene_1291	NA
gene_10574	NA
gene_10577	NA
gene_10581	NA
gene_10583	NA
gene_10587	NA
gene_10593	NA
gene_10596	NA
gene_10595	NA
gene_10598	NA
gene_1295	NA
gene_10600	NA
gene_1296	NA
gene_10603	NA
gene_10615	NA
gene_10621	NA
gene_10623	NA
gene_1299	NA
gene_10631	NA
gene_10632	NA
gene_10634	NA
gene_10636	NA
gene_10638	NA
gene_10637	NA
gene_10641	NA
gene_10647	NA
gene_10652	NA
gene_10655	NA
gene_1302	CBM43
gene_10654	NA
gene_10665	NA
gene_10670	NA
gene_10669	NA
gene_10673	NA
gene_10674	NA
gene_10678	NA
gene_1307	NA
gene_10677	NA
gene_10680	NA
gene_10681	NA
gene_10682	GT28
gene_1308	NA
gene_1309	NA
gene_10692	AA11
gene_10697	NA
gene_10698	NA
gene_10702	GT22
gene_10701	NA
gene_1310	GH31_1
gene_10716	GH3
gene_10719	NA
gene_10722	NA
gene_10720	CE16
gene_10724	NA
gene_10721	NA
gene_53	NA
gene_10723	NA
gene_10730	NA
gene_10732	NA
gene_10737	NA
gene_10739	NA
gene_10738	NA
gene_10740	NA
gene_10742	NA
gene_10746	NA
gene_10745	NA
gene_10750	NA
gene_10749	NA
gene_1311	NA
gene_10756	NA
gene_10777	NA
gene_10779	NA
gene_10781	NA
gene_10788	NA
gene_10789	NA
gene_1314	NA
gene_10804	NA
gene_10809	NA
gene_10810	NA
gene_10812	NA
gene_10811	NA
gene_54	NA
gene_1316	NA
gene_10826	NA
gene_10828	NA
gene_10831	NA
gene_10848	NA
gene_10850	NA
gene_10851	NA
gene_10852	NA
gene_10858	CE16
gene_1318	NA
gene_10859	NA
gene_10861	NA
gene_10860	NA
gene_10870	NA
gene_10872	NA
gene_10871	NA
gene_10889	NA
gene_10893	NA
gene_10895	NA
gene_10899	NA
gene_10900	NA
gene_10908	NA
gene_57	NA
gene_10912	NA
gene_10920	NA
gene_1322	NA
gene_10938	NA
gene_10941	NA
gene_10944	NA
gene_10943	NA
gene_10945	NA
gene_10948	NA
gene_10950	NA
gene_10952	NA
gene_10954	NA
gene_10957	NA
gene_10960	NA
gene_10959	NA
gene_10973	NA
gene_10976	NA
gene_10981	NA
gene_10980	NA
gene_10983	NA
gene_10982	NA
gene_1324	NA
gene_10998	NA
gene_10997	NA
gene_10999	NA
gene_11005	NA
gene_11008	NA
gene_11006	NA
gene_11012	NA
gene_11013	NA
gene_11018	NA
gene_11016	NA
gene_1327	NA
gene_11029	NA
gene_11061	NA
gene_11070	NA
gene_11071	NA
gene_1329	NA
gene_11081	NA
gene_11086	NA
gene_11087	NA
gene_11090	NA
gene_11110	NA
gene_11111	NA
gene_11117	AA5_2
gene_11116	NA
gene_1330	NA
gene_11136	CBM50
gene_11144	CE8
gene_11145	NA
gene_11148	NA
gene_11149	NA
gene_11156	NA
gene_11160	NA
gene_11162	GH31_4
gene_11166	NA
gene_11165	NA
gene_11173	NA
gene_11179	NA
gene_11178	NA
gene_11176	NA
gene_11180	GH18
gene_11184	NA
gene_11189	NA
gene_11193	GH18
gene_11195	NA
gene_11194	GH18
gene_11196	NA
gene_11197	NA
gene_11202	NA
gene_11204	NA
gene_11206	NA
gene_11210	NA
gene_11211	NA
gene_11214	NA
gene_11218	NA
gene_11217	NA
gene_11222	NA
gene_11230	NA
gene_11235	NA
gene_11237	NA
gene_11236	NA
gene_1341	NA
gene_1342	NA
gene_11245	NA
gene_11249	NA
gene_1345	NA
gene_1348	NA
gene_11256	NA
gene_11255	NA
gene_11259	NA
gene_11258	NA
gene_11260	NA
gene_11261	GH78
gene_11264	NA
gene_11269	NA
gene_1350	NA
gene_1351	NA
gene_11268	NA
gene_11273	NA
gene_11274	NA
gene_11276	NA
gene_11277	NA
gene_11279	NA
gene_11281	CE16
gene_1353	NA
gene_11280	NA
gene_11284	GH18
gene_11287	NA
gene_11293	NA
gene_11297	NA
gene_11305	NA
gene_11309	NA
gene_11311	NA
gene_11312	NA
gene_11315	NA
gene_11318	NA
gene_11316	NA
gene_11320	NA
gene_11322	NA
gene_11324	NA
gene_1354	NA
gene_11325	NA
gene_11327	NA
gene_11331	NA
gene_11336	NA
gene_11338	NA
gene_11337	NA
gene_11339	NA
gene_11348	NA
gene_11351	NA
gene_11350	NA
gene_11352	NA
gene_11357	NA
gene_11359	NA
gene_11361	NA
gene_11368	NA
gene_11373	NA
gene_11375	NA
gene_11379	NA
gene_11381	NA
gene_11382	NA
gene_11383	NA
gene_11393	NA
gene_11395	NA
gene_11394	NA
gene_11398	NA
gene_11399	NA
gene_11404	NA
gene_11402	NA
gene_11407	NA
gene_11408	NA
gene_11410	NA
gene_11413	GT57
gene_11418	NA
gene_11417	NA
gene_11420	NA
gene_1361	NA
gene_11422	NA
gene_11423	NA
gene_11429	NA
gene_11428	NA
gene_11430	NA
gene_11435	NA
gene_11436	NA
gene_11438	NA
gene_11439	NA
gene_11446	NA
gene_11448	GH78
gene_11453	NA
gene_11455	NA
gene_11456	NA
gene_11465	GH55_2
gene_11472	NA
gene_11479	NA
gene_1365	NA
gene_1366	NA
gene_11481	NA
gene_11483	NA
gene_11485	NA
gene_11487	NA
gene_11491	NA
gene_11492	NA
gene_11493	NA
gene_11497	NA
gene_11501	NA
gene_11502	NA
gene_11503	NA
gene_11506	NA
gene_11510	GT2
gene_1372	NA
gene_11511	NA
gene_11516	NA
gene_11520	NA
gene_11519	NA
gene_11522	NA
gene_1374	NA
gene_11526	NA
gene_11529	NA
gene_11532	NA
gene_11539	NA
gene_11543	NA
gene_11545	NA
gene_11549	NA
gene_11552	NA
gene_11553	NA
gene_1378	NA
gene_11562	NA
gene_11560	NA
gene_1377	NA
gene_11561	NA
gene_11563	NA
gene_11564	NA
gene_11566	NA
gene_11565	GH134
gene_11567	NA
gene_11575	NA
gene_11577	NA
gene_11576	NA
gene_11583	NA
gene_11584	NA
gene_11588	NA
gene_11591	NA
gene_11593	NA
gene_11595	NA
gene_11603	NA
gene_11604	NA
gene_1382	NA
gene_11608	NA
gene_11609	NA
gene_11611	NA
gene_11613	CBM2
gene_11615	NA
gene_11621	NA
gene_11622	NA
gene_11624	NA
gene_11627	NA
gene_11631	NA
gene_11630	NA
gene_11632	NA
gene_11634	NA
gene_11635	NA
gene_11638	NA
gene_11640	NA
gene_11641	NA
gene_11645	NA
gene_11649	NA
gene_11648	NA
gene_11647	NA
gene_11643	NA
gene_11656	NA
gene_11659	NA
gene_11662	NA
gene_1387	NA
gene_1389	NA
gene_11665	NA
gene_11664	NA
gene_1388	NA
gene_11669	NA
gene_11672	NA
gene_11674	NA
gene_11677	NA
gene_11681	NA
gene_11684	NA
gene_11685	NA
gene_11686	NA
gene_11689	NA
gene_11691	NA
gene_11693	NA
gene_11698	NA
gene_11699	NA
gene_11700	NA
gene_11704	NA
gene_11710	NA
gene_11724	AA2
gene_1390	NA
gene_11738	NA
gene_11739	NA
gene_11764	NA
gene_11789	NA
gene_11793	NA
gene_11797	CE0
gene_11800	NA
gene_11799	NA
gene_11801	NA
gene_1392	NA
gene_11802	NA
gene_11803	NA
gene_11805	NA
gene_11812	NA
gene_11810	NA
gene_11811	NA
gene_11813	NA
gene_11814	NA
gene_11815	NA
gene_11819	NA
gene_11829	GT0
gene_11830	GH76
gene_11832	GT0
gene_11833	NA
gene_11834	NA
gene_11843	NA
gene_11844	NA
gene_11845	NA
gene_1397	NA
gene_1398	NA
gene_11856	GH76
gene_11858	NA
gene_11857	NA
gene_11865	NA
gene_11867	NA
gene_11869	GH32
gene_11884	NA
gene_11893	NA
gene_11894	NA
gene_11909	NA
gene_11910	NA
gene_11917	NA
gene_11921	NA
gene_11929	NA
gene_11931	NA
gene_11938	NA
gene_11941	NA
gene_11943	GT48
gene_11945	GH17
gene_11947	NA
gene_11948	NA
gene_11949	NA
gene_11955	NA
gene_11960	NA
gene_11965	NA
gene_11968	NA
gene_11972	NA
gene_11970	NA
gene_11974	NA
gene_11975	NA
gene_11976	NA
gene_11977	NA
gene_11980	NA
gene_11981	NA
gene_11982	NA
gene_11983	NA
gene_11987	NA
gene_11991	NA
gene_11992	NA
gene_11995	NA
gene_11996	NA
gene_12001	NA
gene_1405	NA
gene_12005	NA
gene_12012	NA
gene_12015	NA
gene_12017	NA
gene_12016	NA
gene_12020	NA
gene_12030	NA
gene_12028	GT4
gene_12031	NA
gene_12033	NA
gene_62	NA
gene_12036	NA
gene_12042	NA
gene_12049	NA
gene_12050	NA
gene_12052	GH1
gene_12053	NA
gene_12055	NA
gene_12060	GH3
gene_12068	NA
gene_12081	NA
gene_12083	NA
gene_12087	NA
gene_12088	NA
gene_12091	NA
gene_12094	NA
gene_12095	NA
gene_12100	NA
gene_12101	NA
gene_12106	NA
gene_12110	NA
gene_12112	NA
gene_12113	NA
gene_12116	NA
gene_12118	NA
gene_12120	NA
gene_12119	NA
gene_12123	NA
gene_12124	NA
gene_12132	NA
gene_12138	NA
gene_12136	NA
gene_12150	NA
gene_12151	NA
gene_12153	NA
gene_12154	NA
gene_12157	NA
gene_12162	NA
gene_12163	NA
gene_12164	NA
gene_12168	NA
gene_12171	NA
gene_12170	NA
gene_12174	NA
gene_12175	NA
gene_12177	NA
gene_12179	NA
gene_12180	NA
gene_12184	NA
gene_12185	NA
gene_12188	NA
gene_12194	NA
gene_12193	NA
gene_12197	NA
gene_12202	NA
gene_12203	NA
gene_12204	GH35
gene_12206	NA
gene_12205	NA
gene_12215	NA
gene_12217	NA
gene_12224	NA
gene_1416	NA
gene_12227	GH3
gene_1417	NA
gene_12226	NA
gene_12231	GH78
gene_12234	NA
gene_12237	NA
gene_12238	NA
gene_12240	NA
gene_12252	NA
gene_12250	NA
gene_12251	NA
gene_12253	NA
gene_12254	NA
gene_64	NA
gene_12255	NA
gene_12258	NA
gene_12261	NA
gene_12265	GT1
gene_12266	NA
gene_12269	NA
gene_12270	NA
gene_12279	NA
gene_1418	GT64
gene_12286	NA
gene_12289	PL1_7
gene_12290	NA
gene_12292	NA
gene_12294	NA
gene_12295	NA
gene_12302	NA
gene_12306	NA
gene_12311	NA
gene_1424	GH28
gene_12319	NA
gene_12328	NA
gene_12329	NA
gene_12332	NA
gene_12346	CBM18
gene_12345	NA
gene_12348	GT8
gene_12356	GH18
gene_12369	NA
gene_12371	NA
gene_12378	GH78
gene_12384	NA
gene_12383	NA
gene_12387	NA
gene_12391	NA
gene_12406	NA
gene_12409	NA
gene_12416	NA
gene_12415	NA
gene_12414	NA
gene_12420	NA
gene_12425	NA
gene_12431	NA
gene_12441	NA
gene_12446	NA
gene_12449	NA
gene_12450	NA
gene_12451	NA
gene_12453	NA
gene_12454	GH32
gene_12458	NA
gene_12461	NA
gene_12460	NA
gene_12462	NA
gene_12467	NA
gene_12469	NA
gene_12471	NA
gene_12473	NA
gene_12477	NA
gene_12480	GT25
gene_12481	NA
gene_12482	NA
gene_12487	NA
gene_12488	NA
gene_12489	NA
gene_1436	GT69
gene_12492	NA
gene_12497	NA
gene_12496	NA
gene_12498	NA
gene_12499	NA
gene_67	AA9
gene_1437	CBM50
gene_12506	NA
gene_12505	NA
gene_12507	NA
gene_12508	GT22
gene_12513	NA
gene_1438	NA
gene_1439	NA
gene_12520	NA
gene_12521	GH28
gene_12522	NA
gene_12528	NA
gene_12532	NA
gene_12534	NA
gene_12533	NA
gene_12537	NA
gene_12536	NA
gene_12544	NA
gene_12552	NA
gene_12554	NA
gene_12553	NA
gene_12563	NA
gene_12571	GT22
gene_12574	NA
gene_12575	NA
gene_12590	NA
gene_1442	NA
gene_12605	NA
gene_12608	NA
gene_12610	NA
gene_12619	NA
gene_12620	NA
gene_12626	NA
gene_12630	NA
gene_12632	NA
gene_12636	NA
gene_1447	NA
gene_1448	NA
gene_12640	NA
gene_12641	NA
gene_12643	NA
gene_12644	NA
gene_12646	NA
gene_12647	NA
gene_12651	NA
gene_12652	NA
gene_12662	NA
gene_12666	GH85
gene_68	NA
gene_12670	NA
gene_1452	NA
gene_12674	NA
gene_12679	NA
gene_12681	NA
gene_12697	NA
gene_12698	NA
gene_12702	NA
gene_12703	NA
gene_12705	NA
gene_12706	NA
gene_12715	NA
gene_12717	AA11
gene_12722	NA
gene_12726	NA
gene_1454	NA
gene_1455	NA
gene_12742	NA
gene_12743	CE9
gene_12747	NA
gene_12753	NA
gene_1458	NA
gene_12758	NA
gene_12762	CBM1
gene_12765	NA
gene_12766	NA
gene_12767	NA
gene_12768	NA
gene_12769	NA
gene_12781	GT34
gene_12780	NA
gene_12802	NA
gene_12803	NA
gene_12804	NA
gene_12805	NA
gene_12811	NA
gene_12813	NA
gene_12812	NA
gene_12814	NA
gene_12815	NA
gene_1460	NA
gene_12819	NA
gene_12824	NA
gene_12823	NA
gene_12831	NA
gene_12832	NA
gene_12835	NA
gene_12834	NA
gene_12847	NA
gene_12848	NA
gene_12852	NA
gene_12851	NA
gene_12856	NA
gene_12857	NA
gene_12862	GH76
gene_12863	NA
gene_12864	NA
gene_12865	NA
gene_12866	NA
gene_12869	NA
gene_12871	NA
gene_1469	NA
gene_12874	NA
gene_72	NA
gene_12879	NA
gene_12880	NA
gene_12883	NA
gene_12884	NA
gene_12885	NA
gene_12886	NA
gene_12892	NA
gene_12891	GH128
gene_12893	NA
gene_12911	NA
gene_12912	GH32
gene_1472	NA
gene_12930	NA
gene_1473	NA
gene_12945	NA
gene_12943	NA
gene_12942	NA
gene_12949	NA
gene_12951	NA
gene_12952	NA
gene_12968	NA
gene_12969	GH16_20
gene_12971	NA
gene_12978	NA
gene_12979	NA
gene_12980	NA
gene_12981	NA
gene_12982	NA
gene_12985	NA
gene_12990	NA
gene_12991	NA
gene_12995	CBM13
gene_12997	NA
gene_12998	NA
gene_13001	NA
gene_13018	NA
gene_13019	NA
gene_13022	NA
gene_13021	NA
gene_1481	GT2
gene_13027	NA
gene_13031	NA
gene_13030	GH146
gene_13032	GT31
gene_13036	GH15
gene_13039	NA
gene_13040	NA
gene_1482	NA
gene_13063	PL9_3
gene_13065	NA
gene_13068	NA
gene_1484	NA
gene_13075	NA
gene_13079	NA
gene_13080	NA
gene_13084	NA
gene_13085	NA
gene_13098	GT1
gene_13100	NA
gene_13117	NA
gene_13123	NA
gene_13126	NA
gene_13128	NA
gene_13130	NA
gene_13132	NA
gene_13134	NA
gene_13141	NA
gene_1485	NA
gene_13144	AA3_2
gene_13151	NA
gene_13159	NA
gene_13160	NA
gene_13166	NA
gene_13167	NA
gene_13169	NA
gene_13180	NA
gene_13183	NA
gene_13186	NA
gene_13188	NA
gene_13187	NA
gene_13189	NA
gene_13190	NA
gene_13200	NA
gene_13203	NA
gene_13204	NA
gene_1489	NA
gene_13205	NA
gene_13202	NA
gene_13207	NA
gene_13210	NA
gene_13215	NA
gene_13216	NA
gene_13220	NA
gene_13221	NA
gene_13223	NA
gene_1490	NA
gene_13224	GH78
gene_13225	NA
gene_13229	NA
gene_1491	CE8
gene_13239	GT31
gene_13241	NA
gene_13245	NA
gene_13244	NA
gene_13254	NA
gene_13259	NA
gene_13260	NA
gene_13269	NA
gene_13271	NA
gene_1493	NA
gene_13273	NA
gene_13274	NA
gene_1494	NA
gene_13290	NA
gene_13292	GT57
gene_13293	NA
gene_1495	NA
gene_13294	NA
gene_13295	NA
gene_13298	NA
gene_13297	NA
gene_13296	NA
gene_1498	NA
gene_13300	NA
gene_13306	NA
gene_13305	NA
gene_13310	NA
gene_13312	NA
gene_13317	NA
gene_13325	NA
gene_13326	NA
gene_13334	NA
gene_13335	NA
gene_13336	NA
gene_13339	NA
gene_13344	NA
gene_13345	NA
gene_1497	NA
gene_13349	NA
gene_13352	NA
gene_13356	NA
gene_13355	NA
gene_13366	NA
gene_13377	NA
gene_13379	NA
gene_13381	NA
gene_13382	NA
gene_13383	NA
gene_13384	NA
gene_13388	NA
gene_13389	NA
gene_13397	NA
gene_13398	NA
gene_13399	NA
gene_13400	NA
gene_13402	NA
gene_13403	NA
gene_13407	NA
gene_13408	NA
gene_13406	NA
gene_13405	NA
gene_13413	NA
gene_13418	NA
gene_13420	NA
gene_13419	NA
gene_13423	NA
gene_13426	NA
gene_13431	NA
gene_13430	NA
gene_1502	NA
gene_13440	NA
gene_13457	NA
gene_13458	NA
gene_13468	NA
gene_13473	NA
gene_13476	NA
gene_13477	NA
gene_13478	NA
gene_13479	NA
gene_13486	NA
gene_13494	NA
gene_1506	NA
gene_13499	GT2
gene_13507	NA
gene_13508	NA
gene_13514	NA
gene_13515	NA
gene_13517	NA
gene_1509	NA
gene_13523	NA
gene_13524	NA
gene_76	NA
gene_13531	NA
gene_13533	NA
gene_1513	GH16_1
gene_13536	NA
gene_13535	NA
gene_13538	NA
gene_13548	NA
gene_13555	NA
gene_13553	NA
gene_13554	NA
gene_13559	NA
gene_13563	NA
gene_13564	NA
gene_13562	NA
gene_13568	NA
gene_13582	NA
gene_1517	NA
gene_13585	NA
gene_1516	NA
gene_13593	NA
gene_1518	NA
gene_13595	NA
gene_13597	NA
gene_13598	NA
gene_13599	NA
gene_13600	GT64
gene_13601	NA
gene_13602	NA
gene_13604	NA
